id,category,genre
444690,"2,1,49,36,9,38,22,29,18","1,25,23,2,70"
517190,"2,29","1,23"
564280,"2,1,9,39,24,22,29,18,44",1
293420,"2,22,29","1,4,23"
588920,"2,22,29,18,23","25,4,23,3,28,2"
705710,"2,1,9,38,27,22","1,23"
398460,"2,22,28,29","25,4,23"
409040,"2,22,29","1,23,3"
694090,"2,22","1,25"
606520,"2,22,29,18,23","25,4"
620710,"2,22,29,18,23","1,25,23"
655730,"2,22,29,23","1,25,23"
558320,"2,22,29",25
507050,"2,22,28,29,23","1,23,28"
623070,"2,22,29","25,4,23"
403300,"2,22,29,18","4,23"
363180,"2,22,29,15,17","4,23,2"
567200,"2,22,29","25,23,28,2"
462950,"2,22,29,18,23,15,25","1,25,23,3"
296030,"2,22,28,29,23","1,25,23"
359450,"2,1,24,22,28,29,23,44","1,23"
589220,"2,22,29,18","1,25,23"
523090,"2,1,49,36,22,29,25","1,4,23,18"
513840,"1,49,37,24,22,28,29,23,15,43,44","1,23"
553000,"2,22,29","25,23"
522990,2,"4,23"
581060,"2,22,29","23,28,2"
476410,"2,22,29,23","25,4,23"
506760,"2,22,29,18,23,15","1,25,23"
348740,"2,22,29,23","1,25,23,2,70"
450060,"2,22,29,31,18","1,25,23"
522890,"2,22,28,29,23","1,23"
569810,"2,22,29,23","25,23"
494460,"2,22,29",25
571340,"2,22,28,29","73,74,1,25,23"
680860,"2,22,29,23","23,28,2"
491060,"2,22,28,29,30,23,15,17,43","1,23"
635850,"2,22,29,18","25,23"
435970,"2,22,29,18,23,25","1,23"
450290,"2,1,27,22,29",2
565390,"2,22,29,18,23,15,25","23,9,18"
390210,"2,22,28,29,43","1,25,23"
601790,"2,22,29,23","1,25,23,3"
371280,"2,22,29,18,15,25",23
575970,"2,1,49,36,9,38,22,28,29,23,43",2
552580,"2,22,28,29,23","25,4,23,3,2"
487630,"2,22,28,29",23
266470,"2,1,49,36,22,29,18,23,15,25","1,23,28,70"
404030,"2,22,29,18","4,23,28"
291690,"2,22,29,18","25,23"
360030,"2,22,29,23,25","23,3"
581740,"2,22,29,30,23,25","23,28,2,70"
627530,"2,29","4,51,53"
332540,"2,22,29,23,25","23,3,2"
874400,"2,22,30,25","4,37,23"
532690,"2,22,29,23",28
545670,"2,22,29","25,4,23"
426010,"2,22,28,31,30",28
673210,"2,29,30,18","25,23,28,70"
619470,"1,49,37,9,39,24,22,28,29,44","1,23"
543430,"2,22,29,23",23
449090,"2,22,29,18,15,25","1,23"
522220,"2,22,28,29","1,25,23"
536430,"2,22,29","25,23"
671170,"2,22,29","4,23,3,28,18,2"
552870,"2,29,23","25,4,23"
462240,"2,1,49,36,37,22,29,23,44","23,2"
548130,"2,22,29,25",1
347730,"2,22,28,29","25,23"
485790,"2,1,49,36,37,24,22,28,29,23,44","1,9,70"
485620,"2,1,49,37,24,22,28,29,44","4,23,2"
603120,"2,22,29,18",4
458030,"2,22,29","2,70"
470300,"2,22,28,29,23","23,3"
393240,"2,22,29,18","1,23"
591130,"2,1,49,36,37,9,38,39,22,29,18,23,44","73,74,1,23"
548320,"2,22,29,23","25,4,23,3,2"
521790,"2,22,29",2
436060,"2,22,28,29,23","1,25,23"
327150,"2,1,9,39,24,22,29,18,44","1,23,3,2"
594680,"2,22,29","1,25,4,23"
780280,"2,22,29,23","4,23,28,18"
621940,2,"1,23,2"
486630,"2,22,28,29","1,25,23"
425650,"2,22,28","1,23"
523870,"2,1,49,36,37,24,27,22,28,29,23,44","1,4,23,9"
536490,"2,22,28,29,23,25","4,23"
531530,"2,1,36,9,39,24,22,29,18","1,23,2"
347470,"2,1,24,22,28,29,23,44","1,23"
321330,"2,22,28,29,25","1,4,37,23"
457770,"2,22,28,29,25",1
502300,"2,22,29,25","1,23"
385440,"2,22,28,29,23","1,4,23,3"
410470,"2,22,29,15,25","1,23"
572300,"2,22,29,23",2
559250,"2,1,49,36,37,24,27,22,29,18,23,44","25,4,23,2"
557770,"2,22,29","72,73,74,25,4,28"
622700,"2,22,29","23,2"
375000,"2,22,28,29,25","1,23,3"
626160,"2,22,29,13,23","4,23,28"
359340,"2,22,29,23","4,23,28,18,2"
433450,"2,22,28,29,23","1,3"
626640,"2,22,29,23","25,4"
580680,"2,22,28,29","1,4,23,9"
553800,"2,22,29,13","1,25"
570910,"2,22,29","1,23"
541240,"2,22,28,29,23,25","1,25,4,23"
357490,"2,22,29,23,14","25,23"
621020,"2,1,49,36,37,24,22,28,29,43,44","1,23,9,18"
576020,"2,22,29","73,25,4"
434390,"2,22,28,29,25,44","1,25,23"
352440,"2,22,29,23","25,23,3"
534230,"2,22,29,23","1,23"
346340,"2,22,28,29,23,25","1,23,3"
462860,"2,1,49,36,37,9,38,39,24,27,22,28,29,23,44","1,23,3"
667810,"2,1,9,38,22,28,29,43","1,3"
411980,"2,1,24,22,28,29,23,25,44","1,25,23"
695970,"2,1,49,36,37,24,27,22,28,23,43,44","1,4,23"
404860,"2,22,29","1,23"
455960,"2,1,49,37,9,39,24,22,28,29,23,15,44","4,23,2"
631920,"2,22,29,18,23","1,23"
501790,"2,22,29","25,23"
381910,"2,1,24,22,28,29,25,44","1,23"
401330,"2,22,29","1,25,4,23"
270510,"2,22,29,18,23,25","1,23"
618950,"2,22,29,23","25,23"
347000,"2,22,28,29,43","25,23"
350210,"2,1,24,22,28,29,25,44","1,23,2"
558780,"2,22,29,23","25,4,23"
604010,"2,1,49,37,9,39,24,22,29,18,15,25,44","4,23,28"
615490,"2,1,49,37,9,39,24,22,29,18,15,44","71,73,1,4,23"
570970,"2,1,49,37,24,22,28,29,44","1,4,23"
677730,"2,22,29","25,4,23,3"
554220,"2,22,28,29,23","4,23,3"
666820,"2,22,29,23,15","1,4,23,28,2"
631770,"2,22,29","4,23"
356100,"2,1,27,22,29","4,23,2"
523740,"1,20,49,36,9,38,27,22,28,29","1,37,23,29,2"
321370,"2,22,28,29,23","25,23"
667800,"2,1,49,36,27,22,40,15","1,4,23"
516940,"2,22,29,15,25","1,4,23,28"
414260,"2,22,29","28,2"
559130,"2,22,29,23","25,23"
360750,"2,22,29,23","1,4,23"
588890,"2,22,29","23,3,2"
745330,"2,22,29,25","25,4,23"
625910,"2,22,28,29,23,25,43","1,25,23,18"
612740,"2,22,29,18,23","25,23"
616000,"2,22,28,29,23","1,25,23"
765640,"2,22,23","4,23"
586150,"2,1,49,36,27,22,29",2
618360,"2,22,28,29","1,25,23"
658530,"2,22,29,18,23","25,4"
298790,"2,22,28,29,25","1,25,23"
577490,"2,22,29,23,25",2
413830,"2,22,28,29,15,25","1,25,23"
497470,"2,22,29,23","4,23,3,2"
416250,"2,22,29","25,23"
412860,"2,22,29,18","23,3"
613790,"2,22,29","1,25,23,28,70"
618170,"2,22,29,30,18,17","1,4,23"
268770,"2,22,28,29,23,15","25,23"
622080,"2,28,43","25,23,3,2"
241300,"2,1,49,36,29","25,23,2"
739980,"2,22,29","71,4,23"
346510,"2,22,28,29,15,25","1,4,23"
366600,"2,22,28,29","1,25,23"
499900,"2,22,29,23",23
339710,"2,22,28,29,23","1,25,23"
525450,"2,22,28,29,23,43","1,23"
592270,"2,22,28,29,23,15","1,23"
427680,"2,22,29,18,23","1,3"
580820,"2,1,49,37,9,39,24,22,29,18,23,25,44","4,23,9,18"
502070,"2,1,49,36,22,28,29,23,15,25","1,25,4"
561450,"2,1,49,36,22,29","1,23,3"
615010,"2,22,28,29,23","1,25,4,23,3"
816490,"2,22,29,23","4,23"
432720,"2,22,29,18,23,15,25","1,25,23,70"
685400,"2,22,28,29,23,25,43,44","1,23"
701540,"2,22,23,25","1,25,23,9,3,2"
544630,"2,1,49,36,37,9,38,39,24,22,28,29,23,44","1,25,18"
398120,"2,22,29,23","73,74,1,23,3,28,70"
496630,"2,22,29","23,28"
744050,"2,22,28,29,23,25,43",1
467810,"1,49,36,47,37,9,38,48,39,24,27,22,28,29,23,15,17,43,44","1,4,23"
619220,"2,1,49,37,24,22,29,18,44","4,23"
657690,"2,22,28,29,15","1,25,4,23,3,28,2"
453130,"2,1,49,36,37,24,27,22,29,44","23,2"
613450,"2,22,29,23",23
403780,"2,22,28,29,23,25,43","1,23"
396660,"2,22,29,23","25,23,3,2"
578930,"2,22,28,29,23,25,41,42,43,44","1,23"
474730,"2,1,49,36,37,9,38,39,22,29,15,25,44","1,25,23,28,2"
431830,"2,22,29,18,23,15,25","1,25,23"
263040,"2,29","25,4,23,3,28,2,70"
788690,"2,22,28",25
636310,"2,22,29","25,23"
542570,"2,25","23,9,28"
531910,"2,22,29","4,23"
265470,"2,22,28,29,23","1,25,23,3"
527820,"2,22,29","25,4,23,3"
523810,"2,22,28,29","1,4"
538990,"2,22,29","23,28,2"
615080,"2,22,29","4,23"
613210,"2,1,49,36,37,24,22,28,29,23,44","4,23,2"
746620,"2,22,29,23","4,28"
841770,"2,22,28,29,43",3
397820,"2,1,22,29,23",4
716340,"2,22,29","25,23"
415980,"2,22,29,23","25,23"
748480,"2,22,29",25
614960,"2,1,49,37,9,39,24,22,28,29,25,44","1,4,23"
354230,"2,1,22","23,2"
458170,"2,1,49,37,9,39,24,22,28,29,15,44","1,4,23,18"
423720,"2,22,29,18,15,25","1,4,23"
497800,"2,22,28,29,23","25,23,3,2"
657090,"2,1,49,36,22,28,29,30,23,17","23,3,2"
388720,"2,22,28,29","1,23,9"
476710,"2,22,28,29,23,15","1,25,23"
615670,"2,22,28,29","25,4,23"
617020,"2,22,29","71,73,25,23,28"
342100,"2,22,29,23,17",23
474980,"2,22,29,18","4,23,28"
618690,"2,22,29,30,25","1,23"
628800,"2,1,49,37,9,39,22,28,29,23,15,43,44","1,23"
638780,"2,22,29,18","1,23"
486550,"2,22,29","1,4,23"
437550,"2,1,49,36,9,38,22,29,30,18,15,17","1,23,28,70"
577580,"2,22,28,29,23,15","1,25"
328000,"2,22,28,29,43",3
672590,"2,22,29,18,23","25,23,3,2"
593070,"2,1,49,37,9,39,24,22,28,29,23,25,44","1,4,23"
375210,"2,22,28,29,23,15","23,28"
367260,"1,24,22,28,29,15,44","1,4,23"
364840,"2,22,29,18","1,9"
628660,"2,1,9,39,22,28,29,30,23,25,17,44","1,4"
297660,"2,22,28,29,25","1,25,23"
357010,"2,22,29,18,15,25","1,4,9"
489730,"2,22,29,18","1,25,23"
592340,"2,22,29,23","4,23"
437020,"2,22,29,18","1,23"
366780,"2,22,29,23,15","25,23"
505090,"2,22,29",25
589170,"2,1,9,27,22,28,29,23,15","1,4"
435360,"2,22,29,23","25,23"
379610,"2,1,49,36,27,22,28,29,30,23,25,32,17","4,23"
555290,"2,22,28,29,30,23","25,4,23"
604170,"2,22,29","25,4,28"
515890,"2,22,29,18,23,25",23
532070,"2,22,29,23,15,17","4,23"
651340,"2,22,28,29,23","4,23"
607400,"2,22,28,29","1,23"
576280,"2,22,29,18,23","1,23,3,2"
576670,"2,22,29,25","25,23,2"
788970,"2,22,29,25","25,4,23"
432940,"2,22,29,18,23","1,9"
608530,"2,22,29","1,25,23"
399240,"2,1,9,24,22,29,30,18,15,17,44","1,23"
544580,"2,1,49,37,9,39,24,22,29,18,23,25,44",1
627420,"2,22,29,18,23","25,23"
544650,"2,22,29,23","25,4"
374150,"2,1,49,36,22,29,23","23,28,2"
380810,"2,22,28,29,23","25,23"
429250,"2,22,28,29,30,23,25","1,25,23"
490950,"2,22,29,23",2
393220,"2,1,49,37,24,22,28,29,31,23,15,25,44","1,25,23"
415890,"2,22,28,29,13,23,43","1,23,3"
636170,"2,22,28,29","25,4,23"
589470,"2,22,29","1,23,3"
539340,"2,22,28,29,23,43","25,23"
398110,"2,22,29,15,25","4,23,28,2"
599630,"2,22,28,29",23
663210,"2,22,23","4,23,2"
328640,"2,22,28,29,43","1,25,23"
577180,"2,22,23","23,3,2"
404100,"2,22,29,18,23,25","1,23"
572480,"2,1,49,37,9,39,24,22,28,29,23,44","74,1,25,4,23"
566780,"2,22,29,15,25","1,4,23,18"
389860,"2,22,29,31,18,23,15","25,23,28"
357030,"2,22,28,29,23,25","1,2"
449460,"2,1,49,37,24,22,44",2
580890,"2,1,49,36,37,9,39,24,22,28,29,23,43,44","1,4,23"
341270,"2,29,23","23,3,70"
503180,"2,22,28,29","1,23"
454130,"2,22,28,29,23","1,23"
738020,"2,22,28,29","1,4,23"
449690,"2,22,29,18","1,23"
612600,"2,1,49,36,27,22,29,18","1,23,28,18,70"
424210,"2,22,28,29","1,23"
586340,"2,22,28,29","1,23"
589860,"2,22,29","25,4,23"
582980,"2,1,49,37,9,39,24,22,28,29,25,44",1
393860,"2,1,9,22,28,29,25,43","4,23,18"
471270,"2,22,29,25","1,4,23"
416070,"2,22,29,18","1,25,4,23,3,28,2"
518320,"2,22,29,25","4,23"
372250,"2,22,28,29,23","1,25,23"
383970,"2,22,29","1,25,4,23"
528250,"2,1,49,36,37,27,22,29,23,32,44","4,23,2"
623640,"2,22,28,29,23,43","1,25,23"
408400,"2,22,29","25,23,3"
527740,"2,22,29,23,15","4,23"
378030,"2,22,29,23,25","23,3"
679650,"2,22,28,35,25","1,25,4,23"
554150,"2,22,29,18,23,15,25","1,4,23"
456170,"2,22,28,29,23,25","1,25,23"
441250,"2,22,28,29","1,25,23"
575960,"2,22,29","4,23"
575590,"2,1,49,37,9,39,24,22,28,29,23,25,44","4,23"
614880,"2,22,29,23",2
456830,"2,1,49,36,37,9,38,39,24,22,28,29,23,25,44","1,23,3"
330020,"2,1,9,39,24,22,28,23,15,41,42,43,44","1,25,23,3"
433400,"2,22,29,23,25","25,23,3"
324270,"2,22,29,18,23","25,23"
599510,"2,22,29,23","23,2"
471570,"2,22,29","4,23"
585990,"2,22,29,13,18","25,37,23"
504500,"2,1,49,37,22,28,29,15,44","1,25,4,9"
347330,"2,1,9,24,22,28,23,43,44","1,25,23"
475960,"2,1,49,37,22,28,29,23,43,44","1,25,23"
412760,"2,22,30,23,15,25,17","1,23"
502210,"2,1,9,39,24,22,29,18,23,44","4,23"
785660,"2,22","23,28"
270230,"2,22,29,13","25,4,23"
437060,"2,29",4
493790,"2,1,49,37,22,29,25,44","23,18"
730050,"2,22,28,29,30,23","25,4,3,28"
352790,"2,22,28,29,23,15,25,43","1,23"
597030,"2,22,28,29,23","1,4,28"
606300,"2,1,49,37,24,22,29,15,44","4,23,2"
639490,"2,22,29,23,41,42",25
398480,"2,22,28,29,31","4,23"
488690,"2,22,28,29,23,25,43","9,28,18"
449510,"2,22,28,29,23","25,23"
785880,"2,1,49,37,9,39,24,22,28,29,44","1,23"
453790,"2,22,28,29,23","25,23,3"
338890,"2,22,28,29,23,15,25","1,23,9"
451640,"2,22,29,18,23","25,4,23"
696400,"2,22","4,23,2"
485630,"2,22,29","4,23,2"
516130,"22,28,23,25,43","1,23"
471160,"2,22,29","4,23,18"
572240,"2,22,29,18,25","1,25,4"
532170,"2,22,29,30,18,23,25,17","1,25,23,9"
401290,"2,22,28,29,23","25,23,3"
423220,"2,1,22,28,29,23,25,32","4,23"
501940,"2,22,29,18,23","1,25,23"
564160,"2,22,28,29","1,23"
525690,"2,22,29,13","25,4,23"
503550,"2,22,28,29,23","1,25,23"
443650,"2,22,28,29,43","25,23"
625560,"2,22,29,23","25,23"
336140,"2,22,29,23,14","25,23,3"
336140,"2,22,29,23,14","25,23,3"
269630,"2,1,9,27,22,29,18,23","1,23"
431700,"2,1,49,37,24,27,22,29,30,23,17,44","23,3,2"
583890,"2,18","1,25,23"
510240,"2,22,28,29,23,15","1,25,23"
627910,"2,22,28,29,25,43","1,25"
489570,"2,1,49,36,37,24,22,28,29,44","1,4,23,29,2"
546900,"2,22,28,29,23,43","1,2"
504920,"2,1,9,39,24,22,28,29,23,43,44","25,23"
620210,"2,22,29","25,4,23"
612820,"2,22,28,29,23","1,3"
528120,"2,22,29,23","25,4"
302870,"2,22,29,30","1,25,23"
491560,"2,22,29,18,15,25","4,23"
761670,"2,22,29,18,23","25,4"
437080,"2,22,28,29,23","1,25,28"
380660,"2,22,29","25,23"
632290,"2,22,29","71,25,4,23"
489930,"2,22,29","25,4,23"
401170,"2,1,49,36,9,38,22,29,23,17","1,23,3,2"
392600,"2,22,29,18,23",23
345340,"2,22,28,29,23,15,25","1,25,23"
620220,"2,22,28,29,23","1,25,23,3"
409520,"2,22,28,29,23","25,23"
421890,"2,22,29,18","1,4,28"
490080,"2,22,29,18","23,3,2"
382130,"2,22,28,29,23,25,43",1
387090,"2,1,9,24,27,22,29,17,44","25,23,3,28,2"
416700,"2,1,49,36,37,9,38,39,24,22,28,29,44","1,23,18"
693700,"2,22,29,23,25","23,28"
301930,"2,22,29,23,15,25","25,23,2"
547390,"2,22,29,23",4
475090,"2,22,23","1,25,23"
592300,"2,22,28,29,23,25","23,9"
602480,"2,22,29","1,25,4,23"
334100,"2,1,24,22,28,29,15,25,43,44","1,25,4,23"
384100,"2,1,24,22,28,29,23,15,25,44","1,23"
463880,"2,22,28,23","25,4,23,3"
496400,"2,22,29","25,23"
545060,"2,1,9,39,24,22,29,18,23,25,44",1
336940,"2,22,28,29,23,15,43","1,25,23"
545850,"2,22,29,13","25,4,23,3"
645820,"2,22,29",23
680340,"2,22,28,29","1,25,23"
420900,"2,1,49,36,37,9,38,39,24,27,22,28,29,30,35,23,15,25,17,44","1,23,70"
434240,"2,22,29,30,18,23,25,17","1,23"
588620,"2,22,29","25,4,28"
650750,"2,22,29,23,25","1,2"
449180,"2,22,29","23,2"
528860,"2,22,29,23",28
607040,"2,22,29,18,23","25,4,23,3,2"
475620,"2,22,29,23","4,28"
520290,"2,22,29,15","1,23,28,2"
606950,"2,22,29",2
709840,"2,1,9,38,27,22","1,23,28"
617680,"2,1,49,36,37,9,38,39,24,22,28,29,23,44","1,23,28,18"
380100,"2,22,29,23,25",23
332880,"2,22,30,18,25","1,23,2"
505070,"2,22,29",25
435600,"2,1,24,22,28,29,44","1,23,3,2"
535890,"2,22,29,18,25",23
300620,"2,22,29,18","25,4,23"
573260,"2,22,29","1,25,4,23"
407100,"2,22,29,23","1,23,28,2"
448160,"2,22,29,18,23,25","1,23"
661280,"2,1,49,36,37,9,38,39,24,27,22,29,44","4,23,2"
634180,"2,22,29","25,4,23"
603330,"2,22,29,15,25","1,23,3,2"
478210,"2,22,28,29","25,23"
424260,"2,22,29",1
656970,"2,22,29,18,23,25,41,42","1,25,23"
676630,"2,22,29,13,23","25,23"
440810,"2,1,22,29","1,4,23"
566180,2,"1,25,23,70"
332630,"2,22,29","25,23"
513460,"2,22,29,23","23,28,2,70"
505110,"2,22,29,23,17","1,25,4,23"
717610,"2,22,29,23","25,23"
428490,"2,22,28,29,25","1,23"
567890,"2,1,49,37,9,39,24,22,28,29,23,44","1,23,18"
573080,"2,22,28,29,23","25,4,23"
550450,"2,22,28,29,23,43","1,4,23"
421180,"2,22,28,29,23","1,23"
629410,"2,22,29,23,25","1,4,23,2"
485600,"2,22,29,23","4,23,28"
602790,"2,22,29,18","1,25,4,23,3"
443250,"2,22,29,23,25","1,23"
413510,"2,1,24,22,28,29,44","1,23,70"
740120,"2,22","23,28,70"
496290,"2,1,9,39,24,22,28,29,23,44","1,23,3"
528180,"2,1,49,37,24,27,22,29,23,32,44","23,2"
538550,"2,1,49,37,24,22,28,29,43,44",23
508200,"2,29","4,23,2"
500440,"2,22,29,18","1,25,23"
545830,"2,22,29","4,23,28,2"
286300,"2,22,29,23",23
444870,"1,24,22,28,29,23,44","1,23,9"
403070,"2,22,29","25,23"
461580,"2,22,29","1,4,23"
676090,"2,22,29,23","25,23,3"
453700,"2,28,29",23
464670,"2,22,29,13,18,23","1,25,23,3"
595660,"2,1,49,36,37,9,38,39,27,22,29,15,25,32,17,44","23,2"
523900,"2,22,28,29,23","25,4,23,3"
805660,"2,1,9,39,24,22,28,29,23,25,43,44","1,25,23"
549740,"2,22,29,23","1,23,28"
679750,"2,22,29,23,15","28,18"
497040,"2,22,28,29,23,25","4,23"
707590,"2,22,23,25","4,2,70"
494100,"2,22,29,23","25,23"
385060,"2,1,49,36,37,27,22,29,23,25,32,44","23,3,2"
298380,"2,22,29,18,23","25,4,23,28"
415990,"2,1,27,22,28,29,17","4,23"
574200,"2,22,28,29,23",1
432380,"2,22,29,23,25","3,2"
407830,"2,1,9,24,22,28,29,17,44","1,25,23"
542290,"2,22,29,23","72,25"
634120,"2,22,29,18","25,23"
501440,"2,22,29","4,23,28"
566190,"2,22,29","25,23"
416260,"2,1,22,29","25,70"
489720,"2,1,49,37,9,39,24,22,28,29,25,43,44","1,23"
563550,"2,22,40","1,25,4,23"
567660,"2,22,28,29,23,43","4,23,18"
488960,"2,22,29,13,23,15,25","4,23,3,2"
355370,"2,22,28,29","25,23,3"
423270,"2,1,24,22,28,29,23,44","1,23"
471730,"2,1,49,36,22,29,18,25","1,23,9,18"
454750,"2,22,28,29,23,15,25","1,23"
494990,"2,22,29,18,23","1,4,23"
448550,"2,22,28,29,23","4,23"
354050,"2,1,24,22,29,18,23,44","1,23,2"
609170,2,"4,23,28,70"
528730,"2,22,29,18,23","1,23,3"
550440,"2,22,29,23","25,4,23"
338330,"2,1,49,36,37,24,22,28,29,25,44","1,23"
630020,"2,22,29","23,28"
631830,"2,22,29","4,23"
700740,"2,22,28,29,23,25",1
450760,"2,1,49,37,9,39,24,28,29,30,23,25,17,43,44","1,25,23,70"
772740,"2,22","4,23,9"
674850,"2,22,25","1,4,23,18"
395300,"2,1,27,22,28,29,15,25","1,23"
396010,"1,24,28,44","1,23"
449640,"2,1,49,36,37,9,38,39,24,22,28,29,31,43,44","1,25"
307150,"1,49,36,29,18","1,25,23,3,70"
710760,"2,22","1,25,28"
673190,"2,1,49,36,24,22,28,29,23,15,43,44","1,23,9,18"
569380,"2,22,29","25,4"
485160,"2,22,29,23,25","1,23"
348980,"2,1,9,24,29,18,23,14,44","1,25,4,23,2"
321350,"2,22,29,18,23","1,23,28,2"
575480,"2,22,29,23","25,4"
448720,"2,22,29","1,25,4,23,2"
606000,"2,1,49,37,9,39,24,22,28,29,23,25,43,44","1,25,23,3"
621050,"2,22,29,23,25","1,4,23"
454380,"2,22,28,29,15,25","1,23"
568500,"2,22,29","4,23"
580300,"2,1,49,37,9,39,24,22,29,18,44","1,25,23,3"
449420,"2,1,24,22,29,18,44","1,25,4,23"
556780,"2,1,49,36,22,29,18,23","1,4,23"
607230,"2,22,29,23","4,23"
356170,"2,22,28,29,23,15","1,25,23,9"
800180,"2,22,29,18,23","25,4"
562250,"2,22,29","23,3,2"
597120,"2,22,29","25,4,23"
341040,"2,1,24,22,29,44","23,2"
836760,"2,22,29,18,23","25,3,2"
473920,"2,22,29","25,23"
460060,"2,22,29","25,4,37,23"
630160,"2,1,49,37,9,39,24,22,28,29,23,44","1,23"
534320,"2,1,49,36,27,22,28,29,23","1,4,23"
576820,"2,22,29,23","4,23"
370670,"2,22,28,29,23","25,4,23,3"
548280,"2,22,13,18,23,25","4,23"
545200,"2,1,49,36,22,28,29","4,18"
699780,"2,22,29,23","25,4"
352210,"2,22,29,23,15,25","4,23"
414760,"2,22,28,29,23,43","4,23,9,28"
568340,"2,22,29,13,18","25,23"
432230,"2,1,49,36,9,38,39,27,22,28,29,23,25,44","1,23,3"
440450,"2,29,23","25,28,70"
480410,"2,1,49,37,24,22,28,29,15,44","25,4,23"
577160,"2,22,28,29,23,15,25,43","1,4,23"
435260,"2,22,29,18,23","23,2"
728890,"2,22","1,25,23"
434310,"2,22,29,23","25,4,23"
553020,"2,1,49,37,9,39,24,22,28,29,23,25,44","1,23"
630830,"2,22,29,23","25,4"
429690,"2,1,49,37,9,39,24,22,28,29,23,15,41,42,43,44","1,23"
624710,"2,22,29,25","4,23"
459830,"2,1,9,38,48,39,24,22,28,29,30,23,25,17,44","1,4,23"
437520,"2,22,28,29,23,25,17","25,4,23"
416830,"2,22,28,29,23,25,43","1,25,23"
363500,"2,22,29","25,23"
456180,"2,22,29,13,23","1,25,23"
530010,"2,22,29,23,25",23
535750,"2,22,29,15,25","1,4,23"
393820,"2,22,28,29","1,25,23,70"
335090,"2,22,29,18,23","1,23,9"
512260,"2,22,29","4,23"
841860,"2,22","4,2"
405240,"2,22,29,23","71,72,73,23,28"
566550,"2,22,29,23","23,28"
690460,"1,49,36,9,38,27,22,28,29,30","1,29"
593410,"2,22,29,23","4,23,2"
540690,"2,22,29,23","23,3,2"
464070,"2,1,49,36,9,38,22,28,29,25","1,4,23"
846200,"2,22,29,23","25,23,3,2"
753220,"2,22,29","4,23"
758320,"2,22,23",3
489110,"1,9,39,24,22,28,29,23,44","1,25,23"
690120,"2,22,28,29","25,4,23"
815450,"2,22,29","4,23"
813630,"2,22,28,29,23","1,25,23"
405960,"2,22,29,15,25","1,23,3"
398890,"2,22,29,23,15","4,23,28,70"
312240,"2,1,24,22,29,18,15,25,44","1,25,23"
377280,"2,22,29","23,2"
760800,"2,22,29,15,17","25,23"
632020,"2,22,29,23,25","25,4,23,3,2"
418210,"2,1,9,39,24,22,28,29,23,44","1,25,23"
511010,"2,22,29,18,23","1,25,23,3"
454720,"2,22,28,29,25","4,23"
726950,"2,22,28,29,23,43","3,2"
367140,"2,1,24,22,28,29,23,25,44","1,23"
746400,"2,22,29,18","4,23,28"
328650,"2,1,24,28,44","1,23"
346500,"2,22,28,29,23,25","1,25,23,9"
592020,"2,1,49,36,37,24,22,29,18,44","1,25,23,9,18"
494170,"2,22,29,23","25,4,23"
591750,"2,22,28,29,23","25,23"
535630,"2,1,9,38,22,29,18","1,23,2,70"
626630,"2,22,28,29,35,23","1,25,23,3"
347280,"2,1,9,39,24,22,28,29,23,25,44","1,23"
629860,"2,1,49,36,37,9,38,39,24,22,28,29,13,23,15,25,44","1,25"
482990,"2,22,29,18,23","25,4,23"
570790,"2,22,28,29,23",28
394430,"2,1,9,39,24,22,28,29,25,43,44","1,23"
588120,"2,1,49,36,47,22,28,23,15,25","4,37,23,29,9,28,70"
368310,"2,22,29,23,25,17","4,23,28"
820030,"2,22,29,35",4
350490,"2,22,29,18,23","4,23"
592550,"2,22,29,15","23,28,2"
573660,"2,1,9,39,24,22,28,29,43,44","1,25,23,3"
513960,"2,22,29,18","1,23"
556000,"2,22,29,18,23","25,4,23"
602070,"2,22,29,18","1,4,23"
477910,"2,22,28,29,23","1,25,23"
548500,"2,22,28,29,14","25,4,23,28"
556090,"2,1,9,39,24,22,28,29,15,25,44","1,23"
508520,"2,1,49,36,37,9,38,39,24,29,18,44","1,4,23,70"
673060,"2,22,29,23","25,23"
510680,"2,22,29,23","25,23"
288100,"2,22,18,15,25",1
623810,2,"25,4,23"
551580,"2,22,28,29,23,25","1,4,23"
449500,"2,22,28,29,25","1,23"
445070,"2,1,27,22,28,29,15,25,32","23,2"
390930,"2,1,24,22,28,29,25,44","1,23"
724430,"2,1,9,38,27,22","1,23,28"
501310,"2,22,18,23,17","1,25,23,3"
594810,"2,22,28,29,23","1,23"
430170,"2,22,28,29,23","1,23"
611620,"2,22,29,18,23","74,1,25,23"
467940,"2,22,29",23
523760,"2,1,49,36,9,38,22,29","1,25,23,29,3"
348160,"2,1,22,29,35,18,23,15,25","1,4,23,9"
417310,"2,22,28","4,23"
413580,"2,22,29,18,23,25","1,23"
692930,"2,22,29,23","1,25,23"
349530,"2,1,22,28,29,23,25","4,23,18"
434160,"2,22,28,29,43","1,23"
494700,"2,22,28,29,15,25","1,25,23"
566540,"2,22,28,29,23,43","3,2"
505080,"2,22,29",25
594320,"2,22,29,23","25,4,23"
355310,"2,22,28,29,23,25","1,23"
356450,"2,22,29,23","71,72,74,4,23"
741250,"2,22,29,23","25,4,23"
510520,"2,22,29,18","25,23"
705450,"2,22,29,23","1,25,23"
793450,"2,22,13","25,23,3"
535910,"2,22,29","4,28,2"
860860,"2,22,28,15","1,25,23"
